EvtN	HitN	TrackID	Energy	DetID	Process	DOI	HP	Time
948	1	1	0	0	4	1	0	3.31851	
949	1	1	0	0	4	1	0	3.32978	
954	1	1	0	0	4	1	0	3.31919	
955	1	1	276.166	0	2	1	0	3.33058	
955	2	1	385.834	0	1	1	0	3.33504	
967	1	1	390.534	0	2	10	0	3.32741	
967	2	1	101.11	0	2	10	0	3.33909	
967	3	1	170.356	0	1	10	0	3.36503	
974	1	1	0	0	4	10	0	3.33741	
985	1	1	0	0	4	1	0	3.33599	
986	1	1	0	0	4	1	0	3.32747	
988	1	1	0	0	4	10	0	3.32739	
991	1	1	0	0	4	1	0	3.33259	
992	1	1	446.991	0	2	10	0	3.30863	
992	2	1	51.0884	0	2	10	0	3.31784	
992	3	1	0	0	4	10	0	3.32276	
994	1	1	0	0	4	1	0	3.32835	
