13	5	513	151	eIoni	1	45	
13	6	512	151	eIoni	1	45	
15	1	60	187	Transportation	20	45	
16	1	60	2	phot	20	45	
16	2	539	2	eIoni	20	45	
16	3	532	2	eIoni	20	45	
16	4	527	2	eIoni	20	45	
16	5	512	2	eIoni	20	45	
16	6	512	2	eIoni	20	45	
20	1	60	82	phot	13	45	
20	2	539	82	eIoni	13	45	
20	3	537	82	eIoni	13	45	
20	4	535	82	eIoni	13	45	
20	5	529	82	eIoni	13	45	
20	6	526	82	eIoni	13	45	
20	7	512	82	eIoni	13	45	
20	8	512	82	eIoni	13	45	
20	9	512	82	eIoni	13	45	
20	10	512	82	eIoni	13	45	
22	1	60	64	phot	6	45	
22	2	539	64	eIoni	6	45	
22	3	537	64	eIoni	6	45	
22	4	524	64	eIoni	6	45	
22	5	514	64	eIoni	6	45	
22	6	512	64	eIoni	6	45	
22	7	512	64	eIoni	6	45	
22	8	513	64	eIoni	6	45	
22	9	514	64	eIoni	6	45	
22	10	512	64	eIoni	6	45	
23	1	60	55	phot	20	45	
23	2	539	55	eIoni	20	45	
23	3	536	55	eIoni	20	45	
23	4	535	55	eIoni	20	45	
23	5	512	55	eIoni	20	45	
24	1	60	58	phot	20	45	
24	2	539	58	eIoni	20	45	
24	3	536	58	eIoni	20	45	
24	4	512	58	eIoni	20	45	
26	1	60	56	phot	18	45	
26	2	539	56	eIoni	18	45	
26	3	538	56	eIoni	18	45	
26	4	534	56	eIoni	18	45	
26	5	512	56	eIoni	18	45	
26	6	512	56	eIoni	18	45	
26	7	514	56	eIoni	18	45	
27	1	60	170	compt	8	45	
27	2	58	170	phot	8	45	
27	3	537	170	eIoni	8	45	
27	4	512	170	eIoni	8	45	
28	1	60	179	phot	1	45	
28	2	544	179	eIoni	1	45	
28	3	533	179	eIoni	1	45	
28	4	527	179	eIoni	1	45	
28	5	521	179	eIoni	1	45	
28	6	514	179	eIoni	1	45	
28	7	512	179	eIoni	1	45	
28	8	513	179	eIoni	1	45	
28	9	512	179	eIoni	1	45	
28	10	512	179	eIoni	1	45	
28	11	512	179	eIoni	1	45	
30	1	60	168	phot	1	45	
30	2	544	168	eIoni	1	45	
30	3	540	168	eIoni	1	45	
30	4	532	168	eIoni	1	45	
30	5	528	168	eIoni	1	45	
30	6	519	168	eIoni	1	45	
30	7	517	168	eIoni	1	45	
30	8	512	168	eIoni	1	45	
30	9	517	168	eIoni	1	45	
30	10	516	168	eIoni	1	45	
30	11	512	168	eIoni	1	45	
30	12	513	168	eIoni	1	45	
30	13	512	168	eIoni	1	45	
30	14	514	168	eIoni	1	45	
31	1	60	168	phot	9	45	
31	2	539	168	eIoni	9	45	
31	3	533	168	eIoni	9	45	
31	4	513	168	eIoni	9	45	
31	5	512	168	eIoni	9	45	
33	1	60	5	Transportation	20	45	
34	1	60	129	phot	7	45	
34	2	544	129	eIoni	7	45	
34	3	538	129	eIoni	7	45	
34	4	526	129	eIoni	7	45	
34	5	524	129	eIoni	7	45	
34	6	512	129	eIoni	7	45	
34	7	512	129	eIoni	7	45	
34	8	515	129	eIoni	7	45	
37	1	60	61	compt	12	45	
37	2	49	61	Transportation	12	45	
37	3	521	61	eIoni	12	45	
40	1	60	61	phot	6	45	
40	2	544	61	eIoni	6	45	
40	3	536	61	eIoni	6	45	
40	4	524	61	eIoni	6	45	
40	5	518	61	eIoni	6	45	
40	6	514	61	eIoni	6	45	
40	7	522	61	eIoni	6	45	
40	8	512	61	eIoni	6	45	
41	1	60	115	phot	2	45	
41	2	539	115	eIoni	2	45	
41	3	524	115	eIoni	2	45	
41	4	515	115	eIoni	2	45	
41	5	513	115	eIoni	2	45	
41	6	512	115	eIoni	2	45	
45	1	60	140	Rayl	8	45	
45	2	60	140	phot	8	45	
45	3	539	140	eIoni	8	45	
45	4	532	140	eIoni	8	45	
45	5	532	140	eIoni	8	45	
45	6	514	140	eIoni	8	45	
50	1	60	138	phot	1	45	
50	2	539	138	eIoni	1	45	
50	3	528	138	eIoni	1	45	
50	4	515	138	eIoni	1	45	
52	1	60	168	phot	1	45	
52	2	539	168	eIoni	1	45	
52	3	535	168	eIoni	1	45	
52	4	521	168	eIoni	1	45	
52	5	518	168	eIoni	1	45	
52	6	513	168	eIoni	1	45	
52	7	517	168	eIoni	1	45	
52	8	512	168	eIoni	1	45	
57	1	60	81	phot	20	45	
57	2	544	81	eIoni	20	45	
57	3	542	81	eIoni	20	45	
57	4	535	81	eIoni	20	45	
57	5	529	81	eIoni	20	45	
57	6	516	81	eIoni	20	45	
57	7	512	81	eIoni	20	45	
57	8	512	81	eIoni	20	45	
57	9	516	81	eIoni	20	45	
57	10	512	81	eIoni	20	45	
60	1	60	155	phot	1	45	
60	2	539	155	eIoni	1	45	
60	3	533	155	eIoni	1	45	
60	4	528	155	eIoni	1	45	
60	5	513	155	eIoni	1	45	
60	6	515	155	eIoni	1	45	
63	1	60	101	phot	8	45	
63	2	544	101	eIoni	8	45	
63	3	534	101	eIoni	8	45	
63	4	512	101	eIoni	8	45	
64	1	60	24	phot	20	45	
64	2	539	24	eIoni	20	45	
64	3	525	24	eIoni	20	45	
64	4	522	24	eIoni	20	45	
64	5	512	24	eIoni	20	45	
64	6	519	24	eIoni	20	45	
64	7	519	24	eIoni	20	45	
64	8	515	24	eIoni	20	45	
64	9	512	24	eIoni	20	45	
64	10	513	24	eIoni	20	45	
65	1	60	5	phot	19	45	
65	2	539	5	eIoni	19	45	
65	3	532	5	eIoni	19	45	
65	4	526	5	eIoni	19	45	
65	5	524	5	eIoni	19	45	
65	6	522	5	eIoni	19	45	
65	7	519	5	eIoni	19	45	
65	8	514	5	eIoni	19	45	
65	9	512	5	eIoni	19	45	
65	10	512	5	eIoni	19	45	
65	11	512	5	eIoni	19	45	
65	12	513	5	eIoni	19	45	
65	13	513	5	eIoni	19	45	
65	14	512	5	eIoni	19	45	
67	1	60	172	phot	2	45	
67	2	539	172	eIoni	2	45	
67	3	536	172	eIoni	2	45	
67	4	532	172	eIoni	2	45	
67	5	524	172	eIoni	2	45	
67	6	518	172	eIoni	2	45	
67	7	515	172	eIoni	2	45	
67	8	512	172	eIoni	2	45	
67	9	512	172	eIoni	2	45	
67	10	512	172	eIoni	2	45	
70	1	60	83	phot	12	45	
70	2	544	83	eIoni	12	45	
70	3	538	83	eIoni	12	45	
70	4	527	83	eIoni	12	45	
70	5	525	83	eIoni	12	45	
70	6	512	83	eIoni	12	45	
70	7	513	83	eIoni	12	45	
70	8	515	83	eIoni	12	45	
70	9	512	83	eIoni	12	45	
72	1	60	50	phot	20	45	
72	2	539	50	eIoni	20	45	
74	1	60	141	phot	1	45	
74	2	539	141	eIoni	1	45	
74	3	527	141	eIoni	1	45	
74	4	513	141	eIoni	1	45	
77	1	60	24	phot	17	45	
77	2	539	24	eIoni	17	45	
78	1	60	155	phot	1	45	
78	2	539	155	eIoni	1	45	
78	3	533	155	eIoni	1	45	
78	4	530	155	eIoni	1	45	
78	5	524	155	eIoni	1	45	
78	6	521	155	eIoni	1	45	
78	7	518	155	eIoni	1	45	
78	8	513	155	eIoni	1	45	
78	9	513	155	eIoni	1	45	
78	10	512	155	eIoni	1	45	
78	11	512	155	eIoni	1	45	
78	12	512	155	eIoni	1	45	
78	13	512	155	eIoni	1	45	
78	14	512	155	eIoni	1	45	
79	1	60	56	phot	20	45	
79	2	539	56	eIoni	20	45	
79	3	536	56	eIoni	20	45	
79	4	527	56	eIoni	20	45	
79	5	514	56	eIoni	20	45	
79	6	512	56	eIoni	20	45	
79	7	514	56	eIoni	20	45	
79	8	512	56	eIoni	20	45	
81	1	60	21	phot	20	45	
81	2	544	21	eIoni	20	45	
81	3	529	21	eIoni	20	45	
81	4	520	21	eIoni	20	45	
81	5	516	21	eIoni	20	45	
81	6	512	21	eIoni	20	45	
81	7	512	21	eIoni	20	45	
81	8	516	21	eIoni	20	45	
81	9	513	21	eIoni	20	45	
81	10	512	21	eIoni	20	45	
83	1	60	26	phot	8	45	
83	2	539	26	eIoni	8	45	
83	3	536	26	eIoni	8	45	
83	4	533	26	eIoni	8	45	
83	5	532	26	eIoni	8	45	
83	6	530	26	eIoni	8	45	
83	7	529	26	eIoni	8	45	
83	8	527	26	eIoni	8	45	
83	9	521	26	eIoni	8	45	
83	10	515	26	eIoni	8	45	
83	11	512	26	eIoni	8	45	
83	12	512	26	eIoni	8	45	
83	13	513	26	eIoni	8	45	
83	14	512	26	eIoni	8	45	
85	1	60	32	phot	7	45	
85	2	539	32	eIoni	7	45	
85	3	534	32	eIoni	7	45	
85	4	530	32	eIoni	7	45	
85	5	521	32	eIoni	7	45	
85	6	519	32	eIoni	7	45	
85	7	518	32	eIoni	7	45	
85	8	517	32	eIoni	7	45	
85	9	512	32	eIoni	7	45	
85	10	512	32	eIoni	7	45	
85	11	513	32	eIoni	7	45	
85	12	512	32	eIoni	7	45	
85	13	512	32	eIoni	7	45	
87	1	60	95	phot	19	45	
87	2	544	95	eIoni	19	45	
87	3	538	95	eIoni	19	45	
87	4	535	95	eIoni	19	45	
87	5	532	95	eIoni	19	45	
87	6	522	95	eIoni	19	45	
87	7	512	95	eIoni	19	45	
87	8	512	95	eIoni	19	45	
87	9	512	95	eIoni	19	45	
87	10	513	95	eIoni	19	45	
88	1	60	26	phot	19	45	
88	2	544	26	eIoni	19	45	
88	3	531	26	eIoni	19	45	
88	4	530	26	eIoni	19	45	
88	5	517	26	eIoni	19	45	
88	6	516	26	eIoni	19	45	
88	7	513	26	eIoni	19	45	
88	8	512	26	eIoni	19	45	
88	9	514	26	eIoni	19	45	
89	1	60	72	phot	14	45	
89	2	539	72	eIoni	14	45	
89	3	535	72	eIoni	14	45	
89	4	520	72	eIoni	14	45	
89	5	514	72	eIoni	14	45	
89	6	512	72	eIoni	14	45	
89	7	520	72	eIoni	14	45	
89	8	514	72	eIoni	14	45	
91	1	60	21	phot	20	45	
91	2	539	21	eIoni	20	45	
91	3	526	21	eIoni	20	45	
91	4	515	21	eIoni	20	45	
91	5	513	21	eIoni	20	45	
91	6	512	21	eIoni	20	45	
92	1	60	64	phot	5	45	
92	2	539	64	eIoni	5	45	
92	3	536	64	eIoni	5	45	
92	4	526	64	eIoni	5	45	
92	5	515	64	eIoni	5	45	
92	6	513	64	eIoni	5	45	
92	7	512	64	eIoni	5	45	
92	8	514	64	eIoni	5	45	
92	9	512	64	eIoni	5	45	
92	10	512	64	eIoni	5	45	
93	1	60	153	phot	1	45	
93	2	544	153	eIoni	1	45	
95	1	60	84	phot	13	45	
95	2	544	84	eIoni	13	45	
95	3	531	84	eIoni	13	45	
95	4	530	84	eIoni	13	45	
95	5	522	84	eIoni	13	45	
95	6	521	84	eIoni	13	45	
95	7	521	84	eIoni	13	45	
95	8	512	84	eIoni	13	45	
95	9	512	84	eIoni	13	45	
95	10	522	84	eIoni	13	45	
95	11	513	84	eIoni	13	45	
95	12	512	84	eIoni	13	45	
96	1	60	185	phot	2	45	
96	2	544	185	eBrem	2	45	
96	3	519	185	eIoni	2	45	
96	4	516	185	eIoni	2	45	
96	5	512	185	eIoni	2	45	
96	6	17	185	phot	2	45	
96	7	524	185	eIoni	2	45	
96	8	516	185	eIoni	2	45	
96	9	512	185	eIoni	2	45	
97	1	60	139	phot	2	45	
97	2	544	139	eIoni	2	45	
97	3	535	139	eIoni	2	45	
97	4	524	139	eIoni	2	45	
97	5	520	139	eIoni	2	45	
97	6	517	139	eIoni	2	45	
97	7	513	139	eIoni	2	45	
97	8	513	139	eIoni	2	45	
97	9	512	139	eIoni	2	45	
97	10	519	139	eIoni	2	45	
97	11	515	139	eIoni	2	45	
97	12	512	139	eIoni	2	45	
98	1	60	33	phot	20	45	
98	2	544	33	eIoni	20	45	
98	3	533	33	eIoni	20	45	
98	4	524	33	eIoni	20	45	
98	5	515	33	eIoni	20	45	
98	6	514	33	eIoni	20	45	
98	7	512	33	eIoni	20	45	
99	1	60	38	phot	3	45	
99	2	539	38	eIoni	3	45	
99	3	535	38	eIoni	3	45	
99	4	525	38	eIoni	3	45	
99	5	518	38	eIoni	3	45	
99	6	512	38	eIoni	3	45	
99	7	515	38	eIoni	3	45	
99	8	513	38	eIoni	3	45	
