227	1	60	79	20	45	
229	1	60	104	20	45	
230	1	60	36	20	45	
233	1	60	148	7	45	
234	1	60	121	9	45	
235	1	60	64	9	45	
236	1	60	168	1	45	
237	1	60	179	4	45	
238	1	60	16	20	45	
240	1	60	168	1	45	
241	1	60	80	10	45	
242	1	60	177	1	45	
243	1	60	143	1	45	
246	1	60	25	11	45	
247	1	60	72	19	45	
250	1	60	157	1	45	
256	1	60	86	20	45	
257	1	60	143	1	45	
258	1	60	183	1	45	
261	1	60	47	13	45	
263	1	60	65	3	45	
263	2	60	65	3	45	
265	1	60	177	20	45	
268	1	60	141	8	45	
269	1	60	185	1	45	
271	1	60	129	16	45	
275	1	60	177	9	45	
276	1	60	44	16	45	
276	2	52	44	16	45	
277	1	60	79	19	45	
279	1	60	95	13	45	
281	1	60	156	1	45	
282	1	60	90	1	45	
284	1	60	110	3	45	
286	1	60	115	2	45	
288	1	60	23	15	45	
289	1	60	5	20	45	
290	1	60	5	4	45	
291	1	60	50	1	45	
292	1	60	148	20	45	
293	1	60	65	3	45	
294	1	60	85	10	45	
295	1	60	82	16	45	
297	1	60	115	1	45	
299	1	60	145	1	45	
300	1	60	115	5	45	
306	1	60	136	1	45	
307	1	60	160	1	45	
308	1	60	145	4	45	
310	1	60	138	1	45	
311	1	60	64	12	45	
312	1	60	185	1	45	
315	1	60	52	12	45	
317	1	60	121	12	45	
318	1	60	5	20	45	
320	1	60	143	8	45	
322	1	60	120	17	45	
324	1	60	185	13	45	
327	1	60	72	20	45	
330	1	60	172	1	45	
332	1	60	41	7	45	
333	1	60	5	20	45	
334	1	60	144	18	45	
337	1	60	70	13	45	
338	1	60	55	20	45	
338	2	60	55	20	45	
339	1	60	183	20	45	
341	1	60	85	11	45	
343	1	60	115	12	45	
344	1	60	156	3	45	
347	1	60	11	15	45	
350	1	60	115	1	45	
351	1	60	50	4	45	
352	1	60	183	1	45	
353	1	60	70	18	45	
355	1	60	138	2	45	
356	1	60	81	8	45	
358	1	60	191	1	45	
359	1	60	145	14	45	
360	1	60	187	1	45	
364	1	60	72	3	45	
365	1	60	99	11	45	
368	1	60	138	11	45	
369	1	60	170	5	45	
370	1	60	58	20	45	
371	1	60	47	1	45	
374	1	60	52	20	45	
376	1	60	25	13	45	
377	1	60	15	3	45	
378	1	60	121	1	45	
379	1	60	90	1	45	
381	1	60	22	20	45	
385	1	60	168	1	45	
386	1	60	140	20	45	
387	1	60	15	20	45	
390	1	60	159	1	45	
391	1	60	72	5	45	
393	1	60	172	2	45	
394	1	60	121	17	45	
396	1	60	70	10	45	
397	1	60	129	12	45	
398	1	60	42	2	45	
399	1	60	117	3	45	
400	1	60	21	20	45	
401	1	60	29	9	45	
403	1	60	136	1	45	
404	1	60	166	19	45	
407	1	60	179	1	45	
409	1	60	2	20	45	
410	1	60	41	4	45	
410	2	60	41	4	45	
412	1	60	11	12	45	
413	1	60	83	20	45	
415	1	60	129	13	45	
416	1	60	151	20	45	
420	1	60	50	20	45	
421	1	60	79	20	45	
422	1	60	170	1	45	
424	1	60	115	9	45	
425	1	60	59	12	45	
427	1	60	109	16	45	
430	1	60	152	1	45	
433	1	60	47	20	45	
435	1	60	64	6	45	
436	1	60	177	16	45	
438	1	60	168	7	45	
441	1	60	191	18	45	
442	1	60	157	10	45	
442	2	52	157	10	45	
443	1	60	124	19	45	
444	1	60	157	16	45	
446	1	60	30	20	45	
447	1	60	56	20	45	
448	1	60	56	20	45	
450	1	60	2	18	45	
451	1	60	55	20	45	
454	1	60	3	11	45	
455	1	60	16	19	45	
456	1	60	24	20	45	
458	1	60	21	20	45	
461	1	60	96	2	45	
463	1	60	47	7	45	
463	2	50	47	7	45	
465	1	60	5	8	45	
467	1	60	156	14	45	
468	1	60	62	20	45	
469	1	60	82	20	45	
470	1	60	24	15	45	
471	1	60	2	2	45	
473	1	60	26	8	45	
474	1	60	100	20	45	
477	1	60	29	20	45	
479	1	60	64	14	45	
480	1	60	50	20	45	
480	2	54	50	20	45	
481	1	60	179	1	45	
482	1	60	125	17	45	
483	1	60	82	20	45	
486	1	60	124	20	45	
488	1	60	44	11	45	
492	1	60	58	5	45	
495	1	60	121	1	45	
496	1	60	139	7	45	
497	1	60	32	7	45	
498	1	60	121	14	45	
499	1	60	121	20	45	
500	1	60	140	15	45	
502	1	60	59	11	45	
503	1	60	100	20	45	
503	2	60	100	20	45	
505	1	60	80	20	45	
508	1	60	121	15	45	
508	2	60	121	16	45	
515	1	60	79	13	45	
516	1	60	100	20	45	
517	1	60	5	7	45	
520	1	60	95	19	45	
521	1	60	5	20	45	
525	1	60	185	17	45	
528	1	60	177	1	45	
529	1	60	151	7	45	
530	1	60	113	1	45	
531	1	60	55	12	45	
532	1	60	172	1	45	
533	1	60	84	4	45	
534	1	60	59	9	45	
539	1	60	15	13	45	
539	2	60	15	13	45	
540	1	60	58	20	45	
541	1	60	187	2	45	
541	2	60	187	2	45	
542	1	60	5	20	45	
545	1	60	153	12	45	
546	1	60	84	3	45	
550	1	60	3	9	45	
552	1	60	82	20	45	
554	1	60	16	13	45	
558	1	60	56	17	45	
559	1	60	11	20	45	
561	1	60	172	1	45	
566	1	60	50	6	45	
568	1	60	58	20	45	
569	1	60	187	1	45	
573	1	60	6	12	45	
574	1	60	82	14	45	
575	1	60	24	6	45	
577	1	60	165	8	45	
578	1	60	72	8	45	
579	1	60	82	20	45	
581	1	60	138	5	45	
583	1	60	95	18	45	
584	1	60	6	6	45	
586	1	60	47	20	45	
587	1	60	30	20	45	
589	1	60	52	19	45	
591	1	60	129	18	45	
592	1	60	120	3	45	
595	1	60	59	20	45	
596	1	60	16	5	45	
597	1	60	61	19	45	
600	1	60	52	11	45	
603	1	60	85	16	45	
604	1	60	33	3	45	
605	1	60	50	20	45	
605	2	60	144	9	45	
606	1	60	30	13	45	
609	1	60	3	4	45	
609	2	60	3	4	45	
611	1	60	25	15	45	
612	1	60	191	1	45	
614	1	60	82	16	45	
616	1	60	66	9	45	
620	1	60	140	20	45	
622	1	60	151	14	45	
626	1	60	61	14	45	
627	1	60	55	20	45	
628	1	60	121	3	45	
633	1	60	32	7	45	
635	1	60	56	20	45	
636	1	60	153	1	45	
637	1	60	52	20	45	
638	1	60	80	20	45	
639	1	60	172	1	45	
640	1	60	32	2	45	
641	1	60	153	9	45	
642	1	60	6	20	45	
642	2	60	6	20	45	
647	1	60	115	1	45	
649	1	60	65	18	45	
651	1	60	81	18	45	
654	1	60	183	8	45	
655	1	60	168	1	45	
657	1	60	168	12	45	
658	1	60	85	8	45	
660	1	60	65	8	45	
662	1	60	21	20	45	
663	1	60	47	4	45	
664	1	60	23	20	45	
665	1	60	124	18	45	
667	1	60	154	6	45	
669	1	60	36	8	45	
673	1	60	47	5	45	
674	1	60	29	17	45	
675	1	60	187	1	45	
676	1	60	156	1	45	
677	1	60	41	18	45	
679	1	60	156	8	45	
683	1	60	152	1	45	
685	1	60	62	14	45	
686	1	60	25	10	45	
690	1	60	11	15	45	
692	1	60	129	20	45	
693	1	60	104	20	45	
697	1	60	65	12	45	
699	1	60	15	20	45	
700	1	60	25	20	45	
702	1	60	165	1	45	
703	1	60	55	20	45	
704	1	60	33	3	45	
706	1	60	50	2	45	
706	2	49	50	2	45	
707	1	60	83	20	45	
709	1	60	172	1	45	
711	1	60	5	1	45	
714	1	60	32	18	45	
715	1	60	101	20	45	
716	1	60	24	3	45	
719	1	60	79	14	45	
720	1	60	110	1	45	
720	2	60	110	1	45	
721	1	60	89	1	45	
723	1	60	99	18	45	
727	1	60	101	20	45	
729	1	60	134	4	45	
730	1	60	99	11	45	
731	1	60	155	7	45	
733	1	60	3	5	45	
734	1	60	80	20	45	
736	1	60	136	1	45	
737	1	60	79	19	45	
739	1	60	2	20	45	
740	1	60	109	12	45	
741	1	60	24	19	45	
741	2	60	24	18	45	
743	1	60	24	20	45	
744	1	60	109	20	45	
745	1	60	141	6	45	
747	1	60	113	1	45	
749	1	60	58	20	45	
751	1	60	16	20	45	
753	1	60	16	20	45	
755	1	60	4	20	45	
757	1	60	38	18	45	
759	1	60	50	13	45	
762	1	60	99	8	45	
765	1	60	183	1	45	
772	1	60	42	16	45	
775	1	60	140	5	45	
777	1	60	65	20	45	
778	1	60	113	1	45	
779	1	60	24	14	45	
780	1	60	168	12	45	
781	1	60	141	3	45	
782	1	60	172	2	45	
783	1	60	38	2	45	
785	1	60	168	2	45	
787	1	60	104	18	45	
789	1	60	52	9	45	
792	1	60	38	7	45	
794	1	60	160	1	45	
795	1	60	32	20	45	
796	1	60	41	4	45	
797	1	60	52	1	45	
799	1	60	89	1	45	
799	2	52	89	1	45	
804	1	60	22	19	45	
804	2	60	22	19	45	
807	1	60	80	14	45	
810	1	60	96	7	45	
812	1	60	141	10	45	
813	1	60	89	15	45	
814	1	60	83	20	45	
815	1	60	191	3	45	
816	1	60	80	11	45	
817	1	60	6	18	45	
819	1	60	104	7	45	
820	1	60	138	9	45	
821	1	60	185	1	45	
822	1	60	24	20	45	
823	1	60	99	10	45	
825	1	60	62	20	45	
826	1	60	121	5	45	
828	1	60	141	10	45	
832	1	60	58	1	45	
838	1	60	83	11	45	
840	1	60	129	17	45	
841	1	60	22	20	45	
842	1	60	59	12	45	
843	1	60	30	14	45	
846	1	60	3	20	45	
847	1	60	168	14	45	
849	1	60	11	10	45	
851	1	60	26	5	45	
852	1	60	56	6	45	
853	1	60	139	2	45	
855	1	60	26	10	45	
856	1	60	4	15	45	
860	1	60	52	8	45	
863	1	60	179	1	45	
866	1	60	24	20	45	
869	1	60	179	1	45	
871	1	60	140	14	45	
871	2	60	140	14	45	
873	1	60	86	19	45	
874	1	60	15	12	45	
875	1	60	124	11	45	
876	1	60	42	10	45	
878	1	60	132	14	45	
879	1	60	64	13	45	
881	1	60	148	2	45	
882	1	60	82	15	45	
884	1	60	156	1	45	
886	1	60	23	20	45	
887	1	60	125	20	45	
888	1	60	99	3	45	
890	1	60	165	3	45	
892	1	60	65	3	45	
897	1	60	50	1	45	
898	1	60	3	20	45	
899	1	60	156	1	45	
900	1	60	23	8	45	
900	2	60	23	8	45	
901	1	60	23	8	45	
901	2	60	23	7	45	
903	1	60	82	1	45	
903	2	60	152	2	45	
904	1	60	58	1	45	
906	1	60	96	14	45	
907	1	60	26	11	45	
908	1	60	24	9	45	
910	1	60	125	3	45	
912	1	60	66	15	45	
913	1	60	143	1	45	
915	1	60	138	1	45	
916	1	60	134	8	45	
918	1	60	4	20	45	
919	1	60	29	20	45	
920	1	60	29	6	45	
921	1	60	120	10	45	
922	1	60	166	11	45	
928	1	60	104	16	45	
929	1	60	172	1	45	
931	1	60	165	1	45	
937	1	60	52	6	45	
938	1	60	134	1	45	
939	1	60	23	2	45	
939	2	60	23	1	45	
940	1	60	4	11	45	
942	1	60	166	15	45	
945	1	60	113	5	45	
947	1	60	16	12	45	
948	1	60	183	13	45	
949	1	60	185	1	45	
951	1	60	156	1	45	
953	1	60	191	1	45	
955	1	60	16	17	45	
956	1	60	15	7	45	
957	1	60	115	1	45	
957	2	51	115	1	45	
958	1	60	139	1	45	
959	1	60	16	9	45	
961	1	60	191	1	45	
963	1	60	157	5	45	
965	1	60	156	9	45	
967	1	60	108	19	45	
968	1	60	23	20	45	
969	1	60	64	17	45	
971	1	60	134	1	45	
973	1	60	16	7	45	
975	1	60	141	14	45	
978	1	60	21	20	45	
979	1	60	187	20	45	
981	1	60	138	1	45	
984	1	60	56	20	45	
986	1	60	96	16	45	
987	1	60	65	19	45	
990	1	60	24	10	45	
991	1	60	36	13	45	
993	1	60	5	19	45	
994	1	60	154	10	45	
995	1	60	23	14	45	
996	1	60	148	1	45	
997	1	60	84	4	45	
998	1	60	4	20	45	
999	1	60	152	1	45	
